1111222324443343,13;12,4900916,244.283
1111222324443433,12;11,5398331,268.551
1111222324444333,13;9,4178879,208.379
1111222332334444,12;11,3958084,197.619
1111222332343444,12;11,5403167,269.919
1111222332344344,13;11,5618958,279.824
1111222332344434,12;11,5204453,259.555
1111222332344443,11;8,4787264,238.139
1111222332433444,13;12,5194604,258.964
1111222332434344,12;11,6495999,323.677
1111222332434434,12;11,5625591,280.414
1111222332434443,13;11,5228224,260.135
1111222332443344,13;12,5018806,249.292
1111222332443434,11;10,6094771,301.982
1111222332443443,13;11,5005892,248.318
1111222332444334,13;12,4958824,245.398
1111222332444343,12;11,5446802,270.186
1111222332444433,13;8,4248154,211.33
1111222333234444,12;10,4307355,215.046
1111222333243444,12;10,4808572,239.548
1111222333244344,13;12,4985741,247.954
1111222333244434,12;11,4619013,230.03
1111222333244443,12;10,4196428,208.501
1111222333324444,12;11,3713677,185.93
1111222333342444,13;8,4233243,211.595
1111222333344244,12;11,4449268,221.439
1111222333344424,12;10,4045118,201.642
1111222333344442,12;10,3643527,181.089
1111222333423444,12;10,5379446,268.089
1111222333424344,12;9,6127837,305.511
1111222333424434,12;11,5289352,262.877
1111222333424443,12;10,4932945,245.162
1111222333432444,14;14,5167562,257.806
1111222333434244,12;10,5804085,289.589
1111222333434424,12;10,5068754,252.104
1111222333434442,14;14,4732205,235.012
1111222333442344,13;10,5650765,280.717
1111222333442434,11;10,5756821,286.048
1111222333442443,13;12,4709359,233.49
1111222333443244,12;11,5523408,274.638
1111222333443424,11;10,5533325,275.375
1111222333443442,13;12,4559723,225.861
1111222333444234,13;12,5353114,265.772
1111222333444243,15;15,5065351,251.718
1111222333444324,12;11,5147592,256.197
1111222333444342,11;10,4923876,244.412
1111222333444423,11;8,4371656,217.998
1111222333444432,11;10,4277643,213.455
1111222334233444,13;9,5355918,266.578
1111222334234344,12;11,6736928,334.959
1111222334234434,12;11,6297731,312.999
1111222334234443,13;11,5879836,292.09
1111222334243344,13;9,6085520,302.611
1111222334243434,11;10,7528834,372.877
1111222334243443,13;11,6326409,313.246
1111222334244334,13;9,5776428,285.554
1111222334244343,11;10,6219933,308.545
1111222334244433,12;9,5030392,251.027
1111222334323444,15;15,6061237,302.375
1111222334324344,14;14,6766716,337.461
1111222334324434,14;14,6285575,313.256
1111222334324443,12;11,5944810,295.351
1111222334332444,13;8,5234851,261.489
1111222334334244,13;12,5958494,297.679
1111222334334424,13;12,5191237,258.621
1111222334334442,13;9,4918579,244.616
1111222334342344,14;14,6919338,344.866
1111222334342434,11;10,7374347,366.676
1111222334342443,12;11,6294685,312.44
1111222334343244,12;10,6833959,340.33
1111222334343424,14;14,7134871,354.998
1111222334343442,12;10,6105219,302.614
1111222334344234,12;11,6563468,325.639
1111222334344243,12;11,6304402,312.701
1111222334344324,14;14,6457713,320.829
1111222334344342,11;10,6163358,305.843
1111222334344423,14;14,5507487,274.828
1111222334344432,12;8,5284362,263.743
1111222334423344,13;10,5693916,283.748
1111222334423434,11;10,7154385,355.42
1111222334423443,13;8,6370098,316.257
1111222334424334,13;11,6295985,312.039
1111222334424343,15;15,6902793,342.489
1111222334424433,13;11,5207225,259.499
1111222334432344,13;9,6499465,323.378
1111222334432434,10;8,7055411,350.295
1111222334432443,13;9,6331804,313.977
1111222334433244,13;10,5821884,289.685
1111222334433424,13;12,6136402,304.735
1111222334433442,13;9,5387774,266.681
1111222334434234,14;14,6795302,337.692
1111222334434243,13;11,6795732,337.542
1111222334434324,14;14,6395625,318.146
1111222334434342,12;10,6370689,315.781
1111222334434423,13;10,5552653,276.455
1111222334434432,13;12,5394920,268.308
1111222334442334,13;12,5527875,274.598
1111222334442343,12;10,6111084,304.229
1111222334442433,12;11,5483779,272.814
1111222334443234,12;8,6114044,304.486
1111222334443243,12;9,6086291,303.352
1111222334443324,12;10,5111112,254.609
1111222334443342,12;10,4977328,247.695
1111222334443423,12;9,5769667,287.44
1111222334443432,12;10,5626609,280.153
1111222334444233,12;10,4948409,246.593
1111222334444323,13;10,5152966,257
1111222334444332,13;11,4496807,223.139
1111222342333444,13;11,5243974,262.433
1111222342334344,12;11,6525192,325.873
1111222342334434,12;11,5868577,293.015
1111222342334443,13;11,5569481,277.204
1111222342343344,13;9,6413597,320.499
1111222342343434,12;11,8017998,397.262
1111222342343443,13;10,6934761,344.927
1111222342344334,13;12,6526732,324.921
1111222342344343,13;10,7240930,361.346
1111222342344433,13;11,5820295,292.276
1111222342433344,13;10,5989746,300.555
1111222342433434,12;11,7445439,372.74
1111222342433443,13;12,6695895,334.012
1111222342434334,13;12,7034387,351.248
1111222342434343,13;11,8133258,406.33
1111222342434433,13;11,6561416,329.761
1111222342443334,12;10,5475694,273.629
1111222342443343,13;11,5725797,286.431
1111222342443433,12;11,6346278,317.514
1111222342444333,12;11,5093844,255.402
1111222343233444,13;11,5818131,291.08
1111222343234344,13;11,7558458,378.754
1111222343234434,13;12,6943420,347.86
1111222343234443,13;10,6633631,331.286
1111222343243344,13;11,6829362,342.583
1111222343243434,13;11,8350109,416.306
1111222343243443,13;11,7053863,351.298
1111222343244334,13;11,6619109,330.151
1111222343244343,13;11,7216082,360.052
1111222343244433,13;11,5878056,295.325
1111222343323444,13;11,5934830,298.495
1111222343324344,13;11,6793949,341.144
1111222343324434,13;11,6209654,310.657
1111222343324443,13;12,6000863,299.792
1111222343332444,12;10,5176923,260.396
1111222343334244,13;12,5876460,295.408
1111222343334424,12;9,5147821,258.54
1111222343334442,12;8,4890565,244.862
1111222343342344,13;10,7138359,357.522
1111222343342434,13;12,7533259,377.439
1111222343342443,13;12,6499678,324.482
1111222343343244,13;11,6906576,346.355
1111222343343424,12;11,7071928,354.005
1111222343343442,12;10,6117092,305.191
1111222343344234,12;10,6788164,338.628
1111222343344243,13;12,6588272,328.607
1111222343344324,12;10,6614813,330.367
1111222343344342,12;10,6373994,317.692
1111222343344423,12;10,5652562,283.116
1111222343344432,11;9,5471952,274.038
1111222343423344,13;11,6884830,344.868
1111222343423434,13;11,8482703,423.901
1111222343423443,13;8,7523214,375.191
1111222343424334,13;11,7604659,379.539
1111222343424343,13;11,8362607,418.136
1111222343424433,13;8,6520149,326.897
1111222343432344,13;10,7793834,390.566
1111222343432434,13;10,8280159,414.293
1111222343432443,14;13,7437272,371.244
1111222343433244,12;9,6874633,344.953
1111222343433424,12;9,7254998,363.627
1111222343433442,12;10,6407573,319.66
1111222343434234,12;10,8239140,412.712
1111222343434243,13;9,8362810,418.99
1111222343434324,12;9,7946550,397.454
1111222343434342,10;8,7985927,399.583
1111222343434423,12;11,6952662,347.921
1111222343434432,11;8,6846476,342.546
1111222343442334,12;8,6615979,330.869
1111222343442343,13;11,7261101,362.944
1111222343442433,12;10,6709359,336.039
1111222343443234,13;11,7484127,374.552
1111222343443243,13;11,7340443,366.977
1111222343443324,12;8,6227185,312.168
1111222343443342,11;9,6141183,307.369
1111222343443423,12;9,7015649,351.177
1111222343443432,11;8,6991287,349.827
1111222343444233,12;11,6024698,302.372
1111222343444323,13;11,6253245,313.444
1111222343444332,10;9,5575220,278.272
1111222344233344,13;10,5532500,277.774
1111222344233434,13;12,6734814,336.743
1111222344233443,13;9,6079472,303.031
1111222344234334,13;11,6586260,328.781
1111222344234343,13;11,7786103,389.554
1111222344234433,13;11,6478373,325.337
1111222344243334,14;9,6034115,301.964
1111222344243343,13;11,6302005,315.912
1111222344243433,13;11,6852253,343.952
1111222344244333,13;12,5190740,260.339
1111222344323344,13;9,6201128,310.967
1111222344323434,13;12,7900199,395.3
1111222344323443,13;9,7112270,355.1
1111222344324334,13;10,7117126,355.306
1111222344324343,13;11,8021255,401.926
1111222344324433,13;11,6622129,331.504
1111222344332344,12;9,6350000,317.506
1111222344332434,13;11,6848670,342.365
1111222344332443,13;9,6128091,305.81
1111222344333244,12;11,5660968,283.571
1111222344333424,13;10,5843835,292.832
1111222344333442,13;11,5186530,258.974
1111222344334234,13;11,6935199,346.62
1111222344334243,13;9,7011499,350.974
1111222344334324,12;9,6620352,331.318
1111222344334342,12;8,6585814,329.437
1111222344334423,12;7,5870576,293.709
1111222344334432,12;9,5810245,291.334
1111222344342334,14;11,6870922,343.637
1111222344342343,13;11,7581476,379.125
1111222344342433,13;9,7126800,356.741
1111222344343234,14;11,7679782,384.329
1111222344343243,13;11,7468225,372.861
1111222344343324,12;9,6384817,319.882
1111222344343342,12;8,6276045,314.123
1111222344343423,12;10,7235289,361.546
1111222344343432,12;10,7268814,363.739
1111222344344233,12;10,6075680,304.503
1111222344344323,13;11,6350699,317.807
1111222344344332,13;11,5609310,280.267
1111222344423334,13;12,5540833,277.007
1111222344423343,13;10,5802720,290.75
1111222344423433,13;11,6374339,320.123
1111222344424333,13;10,5484499,275.2
1111222344432334,13;12,5990049,299.14
1111222344432343,13;10,6962315,348.723
1111222344432433,13;11,6674573,334.696
1111222344433234,13;12,6107510,304.752
1111222344433243,13;9,6298296,314.8
1111222344433324,12;10,5213871,261.24
1111222344433342,11;8,5125606,256.907
1111222344433423,12;10,6102159,305.209
1111222344433432,12;7,5838339,292.049
1111222344434233,13;10,6322652,317.415
1111222344434323,13;10,6471328,324.411
1111222344434332,12;10,5549188,277.102
1111222344442333,13;8,4735776,238.167
1111222344443233,13;10,5364318,270.071
1111222344443323,13;11,4699306,235.672
1111222344443332,13;10,4451719,222.934
1111222423333444,13;9,4178879,209.695
1111222423334344,12;11,5398331,270.998
1111222423334434,13;12,4900916,245.607
1111222423334443,12;10,4586652,229.749
1111222423343344,13;12,5173698,259.622
1111222423343434,13;11,6485284,323.854
1111222423343443,13;10,5542691,275.847
1111222423344334,13;12,5354537,266.602
1111222423344343,12;11,5886736,293.844
1111222423344433,13;12,4805312,241.375
1111222423433344,11;10,5123791,257.209
1111222423433434,11;8,6402031,320.462
1111222423433443,13;11,5803191,289.386
1111222423434334,12;11,6285535,313.953
1111222423434343,12;11,7370113,369.293
1111222423434433,13;9,5959313,299.648
1111222423443334,13;12,5153418,258.456
1111222423443343,12;11,5521523,277.231
1111222423443433,12;11,6175696,309.969
1111222423444333,10;9,4932222,247.684
1111222424333344,13;12,4796931,241.31
1111222424333434,12;10,5967500,298.98
1111222424333443,13;10,5453364,272.438
1111222424334334,13;11,5503123,274.77
1111222424334343,12;9,6792795,340.262
1111222424334433,12;9,5636559,282.983
1111222424343334,13;12,5587394,280.105
1111222424343343,12;10,5919140,297.022
1111222424343433,12;10,6776584,340.268
1111222424344333,12;9,5346436,268.371
1111222424433334,13;12,4388576,219.477
1111222424433343,12;9,4790795,240.213
1111222424433433,12;10,5111054,255.631
1111222424434333,12;11,4874718,244.572
1111222424443333,12;10,3909198,196.706
1111222432333444,12;11,5093844,255.711
1111222432334344,12;11,6346278,318.396
1111222432334434,13;10,5725797,287.347
1111222432334443,12;10,5475694,273.966
1111222432343344,13;9,6561416,329.789
1111222432343434,13;10,8133258,408.125
1111222432343443,13;9,7034387,351.875
1111222432344334,13;12,6695895,334.988
1111222432344343,12;11,7445439,373.334
1111222432344433,13;10,5989746,301.24
1111222432433344,13;9,5820295,292.948
1111222432433434,13;9,7240930,363.271
1111222432433443,13;12,6526732,325.566
1111222432434334,13;11,6934761,346.682
1111222432434343,12;11,8017998,401.248
1111222432434433,13;10,6413597,321.818
1111222432443334,13;12,5569481,278.808
1111222432443343,12;11,5868577,293.922
1111222432443433,12;11,6525192,327.348
1111222432444333,13;11,5243974,263.066
1111222433233444,13;12,5190740,260.879
1111222433234344,13;10,6852253,344.169
1111222433234434,13;10,6302005,316.067
1111222433234443,14;10,6034115,302.441
1111222433243344,13;12,6478373,326.116
1111222433243434,13;10,7786103,389.733
1111222433243443,13;9,6586260,329.419
1111222433244334,13;10,6079472,302.638
1111222433244343,13;11,6734814,336.439
1111222433244433,13;10,5532500,277.986
1111222433323444,13;10,5484499,275.191
1111222433324344,13;10,6374339,320.072
1111222433324434,13;10,5802720,290.746
1111222433324443,13;12,5540833,276.968
1111222433332444,13;8,4735776,237.978
1111222433334244,13;12,5364318,270.187
1111222433334424,13;12,4699306,236.241
1111222433334442,13;10,4451719,223.052
1111222433342344,13;10,6674573,335.33
1111222433342434,13;11,6962315,349.14
1111222433342443,13;12,5990049,299.319
1111222433343244,13;10,6322652,317.729
1111222433343424,13;10,6471328,324.449
1111222433343442,12;10,5549188,277.398
1111222433344234,13;12,6298296,314.801
1111222433344243,13;12,6107510,304.963
1111222433344324,12;9,6102159,305.5
1111222433344342,12;10,5838339,292.204
1111222433344423,12;10,5213871,261.585
1111222433344432,11;9,5125606,257.532
1111222433423344,13;11,6622129,332.499
1111222433423434,13;11,8021255,401.727
1111222433423443,13;8,7117126,356.482
1111222433424334,13;9,7112270,355.473
1111222433424343,13;11,7900199,395.373
1111222433424433,13;11,6201128,311.105
1111222433432344,13;10,7126800,357.435
1111222433432434,13;11,7581476,379.478
1111222433432443,14;11,6870922,343.488
1111222433433244,12;10,6075680,304.724
1111222433433424,13;10,6350699,318.348
1111222433433442,13;9,5609310,279.574
1111222433434234,13;10,7468225,373.66
1111222433434243,14;10,7679782,384.325
1111222433434324,12;9,7235289,362.209
1111222433434342,12;8,7268814,363.327
1111222433434423,12;11,6384817,320.119
1111222433434432,12;10,6276045,314.488
1111222433442334,13;9,6128091,306.581
1111222433442343,13;12,6848670,342.821
1111222433442433,12;11,6350000,317.985
1111222433443234,13;9,7011499,351.651
1111222433443243,13;12,6935199,347.235
1111222433443324,12;11,5870576,293.732
1111222433443342,12;10,5810245,290.928
1111222433443423,12;9,6620352,331.114
1111222433443432,12;9,6585814,329.397
1111222433444233,12;10,5660968,283.9
1111222433444323,13;10,5843835,293.118
1111222433444332,13;12,5186530,259.293
1111222434233344,13;12,5878056,295.723
1111222434233434,13;11,7216082,361.251
1111222434233443,13;9,6619109,330.328
1111222434234334,13;12,7053863,352.669
1111222434234343,13;12,8350109,418.425
1111222434234433,13;11,6829362,343.506
1111222434243334,13;10,6633631,332.089
1111222434243343,13;12,6943420,348.198
1111222434243433,13;11,7558458,379.426
1111222434244333,13;10,5818131,291.629
1111222434323344,13;10,6520149,327.469
1111222434323434,13;11,8362607,418.722
1111222434323443,13;9,7604659,380.093
1111222434324334,13;10,7523214,376.7
1111222434324343,13;11,8482703,425.408
1111222434324433,13;11,6884830,346.203
1111222434332344,12;11,6709359,337.204
1111222434332434,13;11,7261101,364.284
1111222434332443,12;8,6615979,331.844
1111222434333244,12;11,6024698,303.347
1111222434333424,13;11,6253245,314.273
1111222434333442,10;9,5575220,279.113
1111222434334234,13;11,7340443,367.938
1111222434334243,13;11,7484127,375.706
1111222434334324,12;9,7015649,352.061
1111222434334342,11;8,6991287,350.089
1111222434334423,12;8,6227185,312.394
1111222434334432,11;9,6141183,307.921
1111222434342334,14;13,7437272,371.9
1111222434342343,13;10,8280159,414.864
1111222434342433,13;9,7793834,391.524
1111222434343234,13;11,8362810,419.465
1111222434343243,12;7,8239140,413.389
1111222434343324,12;10,6952662,349.017
1111222434343342,11;9,6846476,343.967
1111222434343423,12;7,7946550,398.809
1111222434343432,10;8,7985927,401.24
1111222434344233,12;10,6874633,345.75
1111222434344323,12;10,7254998,363.943
1111222434344332,12;10,6407573,320.012
1111222434423334,13;12,6000863,300.258
1111222434423343,13;12,6209654,311.087
1111222434423433,13;11,6793949,341.082
1111222434424333,13;11,5934830,298.086
1111222434432334,13;12,6499678,324.744
1111222434432343,13;10,7533259,377.427
1111222434432433,13;10,7138359,358.438
1111222434433234,13;12,6588272,329.447
1111222434433243,12;11,6788164,339.861
1111222434433324,12;10,5652562,283.718
1111222434433342,11;8,5471952,274.778
1111222434433423,12;11,6614813,331.768
1111222434433432,12;7,6373994,319.057
1111222434434233,13;11,6906576,346.876
1111222434434323,12;10,7071928,354.799
1111222434434332,12;10,6117092,305.904
1111222434442333,12;10,5176923,260.839
1111222434443233,13;10,5876460,296.375
1111222434443323,12;10,5147821,258.997
1111222434443332,12;9,4890565,245.708
1111222442333344,13;9,4248154,213.584
1111222442333434,12;10,5446802,273.055
1111222442333443,13;11,4958824,247.681
1111222442334334,13;12,5005892,250.302
1111222442334343,11;10,6094771,304.974
1111222442334433,13;8,5018806,251.768
1111222442343334,13;12,5228224,261.973
1111222442343343,12;11,5625591,282.311
1111222442343433,12;11,6495999,326.053
1111222442344333,13;11,5194604,260.85
1111222442433334,11;9,4787264,239.9
1111222442433343,12;11,5204453,261.398
1111222442433433,13;11,5618958,282.12
1111222442434333,12;11,5403167,271.159
1111222442443333,12;11,3958084,198.898
1111222443233344,12;9,5030392,252.677
1111222443233434,11;10,6219933,310.652
1111222443233443,13;9,5776428,287.419
1111222443234334,13;12,6326409,315.725
1111222443234343,11;10,7528834,376.37
1111222443234433,13;9,6085520,305.602
1111222443243334,13;12,5879836,294.591
1111222443243343,12;11,6297731,315.707
1111222443243433,12;11,6736928,338.319
1111222443244333,13;9,5355918,268.868
1111222443323344,13;10,5207225,261.198
1111222443323434,15;15,6902793,345.632
1111222443323443,13;9,6295985,314.025
1111222443324334,13;8,6370098,317.618
1111222443324343,11;10,7154385,357.278
1111222443324433,13;10,5693916,285.058
1111222443332344,12;11,5483779,275.03
1111222443332434,12;10,6111084,305.902
1111222443332443,13;10,5527875,276.665
1111222443333244,12;10,4948409,248.522
1111222443333424,13;10,5152966,258.396
1111222443333442,13;11,4496807,224.617
1111222443334234,12;10,6086291,304.966
1111222443334243,12;8,6114044,306.238
1111222443334324,12;9,5769667,289.215
1111222443334342,12;10,5626609,281.547
1111222443334423,12;10,5111112,256.414
1111222443334432,12;10,4977328,249.424
1111222443342334,13;11,6331804,315.986
1111222443342343,10;8,7055411,352.681
1111222443342433,13;9,6499465,325.414
1111222443343234,13;12,6795732,339.852
1111222443343243,14;14,6795302,339.946
1111222443343324,13;11,5552653,278.064
1111222443343342,13;12,5394920,270.12
1111222443343423,14;14,6395625,320.051
1111222443343432,12;10,6370689,318.455
1111222443344233,13;12,5821884,291.427
1111222443344323,13;12,6136402,307.044
1111222443344332,13;12,5387774,268.188
1111222443423334,12;10,5944810,297.867
1111222443423343,14;14,6285575,314.885
1111222443423433,14;14,6766716,339.721
1111222443424333,15;15,6061237,303.733
1111222443432334,12;9,6294685,313.95
1111222443432343,11;9,7374347,368.739
1111222443432433,14;14,6919338,346.654
1111222443433234,12;10,6304402,314.962
1111222443433243,12;10,6563468,327.769
1111222443433324,14;14,5507487,276.172
1111222443433342,12;10,5284362,264.772
1111222443433423,14;14,6457713,323.22
1111222443433432,11;10,6163358,308.273
1111222443434233,12;10,6833959,343.163
1111222443434323,14;14,7134871,357.49
1111222443434332,12;10,6105219,304.525
1111222443442333,13;9,5234851,263.243
1111222443443233,13;10,5958494,299.646
1111222443443323,13;10,5191237,260.292
1111222443443332,13;9,4918579,245.982
1111222444233334,12;10,4196428,210.403
1111222444233343,12;11,4619013,232.072
1111222444233433,13;12,4985741,250.208
1111222444234333,12;9,4808572,241.651
1111222444243333,12;10,4307355,216.754
1111222444323334,12;10,4932945,247.6
1111222444323343,12;11,5289352,265.545
1111222444323433,12;11,6127837,308.021
1111222444324333,12;10,5379446,270.481
1111222444332334,13;9,4709359,235.737
1111222444332343,11;9,5756821,288.843
1111222444332433,13;8,5650765,283.387
1111222444333234,15;15,5065351,253.901
1111222444333243,13;11,5353114,267.993
1111222444333324,11;10,4371656,219.434
1111222444333342,11;10,4277643,214.596
1111222444333423,12;11,5147592,258.037
1111222444333432,11;10,4923876,247.05
1111222444334233,12;11,5523408,277.188
1111222444334323,11;10,5533325,277.409
1111222444334332,13;12,4559723,228.106
1111222444342333,14;14,5167562,259.999
1111222444343233,12;11,5804085,292.018
1111222444343323,12;10,5068754,254.401
1111222444343332,14;14,4732205,237.073
1111222444423333,12;11,3713677,187.532
1111222444432333,13;8,4233243,213.159
1111222444433233,12;11,4449268,223.573
1111222444433323,12;11,4045118,203.472
1111222444433332,12;10,3643527,182.882
1111223223334444,12;11,4011191,202.466
1111223223343444,12;7,5005322,251.616
1111223223344344,13;12,5278043,264.48
1111223223344434,13;9,4924570,247.324
1111223223344443,13;8,4487613,224.817
1111223223433444,13;9,5378024,270.834
1111223223434344,13;8,6882581,346.457
1111223223434434,13;9,6069691,305.307
1111223223434443,13;9,5692388,286.097
1111223223443344,13;10,5645126,284.214
1111223223443434,13;9,6878759,345.614
1111223223443443,13;11,5579988,279.911
1111223223444334,12;10,5561166,278.492
1111223223444343,13;9,6039374,303.398
1111223223444433,13;8,4852688,244.69
1111223224333444,12;10,5089337,256.485
1111223224334344,12;10,6361769,320.139
1111223224334434,12;10,5733406,288.266
1111223224334443,12;9,5333215,267.97
1111223224343344,12;10,6092471,307.067
1111223224343434,12;8,7650708,383.928
1111223224343443,13;11,6525405,326.601
1111223224344334,12;9,6040566,302.094
1111223224344343,13;11,6603557,330.881
1111223224344433,12;9,5314758,268.385
1111223224433344,13;11,4973246,249.863
1111223224433434,12;11,6138836,306.826
1111223224433443,13;11,5613851,279.626
1111223224434334,13;11,5800634,289.734
1111223224434343,13;12,6748239,337.411
1111223224434433,13;9,5371937,269.664
1111223224443334,12;10,4687505,235.191
1111223224443343,13;12,4952530,248.711
1111223224443433,12;11,5485349,275.785
1111223224444333,13;10,4264330,214.14
1111223232334444,15;15,5056526,254.613
1111223232343444,12;11,6429356,323.645
1111223232344344,13;11,6651032,333.784
1111223232344434,12;11,6237413,313.55
1111223232344443,13;10,5694001,285.376
1111223232433444,12;11,5984791,300.733
1111223232434344,12;11,7417926,371.763
1111223232434434,12;11,6419774,322.134
1111223232434443,12;11,5968712,298.752
1111223232443344,12;11,6022195,301.199
1111223232443434,12;11,7188284,358.923
1111223232443443,14;7,5895137,293.901
1111223232444334,13;11,5903266,293.99
1111223232444343,12;11,6490624,324.6
1111223232444433,13;11,5136336,257.966
1111223233234444,15;15,5169280,259.857
1111223233243444,15;15,5632319,283.058
1111223233244344,13;9,5866387,293.927
1111223233244434,12;11,5474144,274.521
1111223233244443,13;8,4990583,249.808
1111223233324444,15;15,4402120,222.449
1111223233342444,14;14,5005733,252.292
1111223233344244,12;11,5290782,265.809
1111223233344424,11;9,4827465,242.671
1111223233344442,13;8,4383283,219.722
1111223233423444,12;11,6104289,306.505
1111223233424344,12;9,6911246,346.478
1111223233424434,12;11,6029679,301.942
1111223233424443,12;10,5621135,281.204
1111223233432444,14;14,5972974,299.982
1111223233434244,12;10,6708741,336.505
1111223233434424,12;10,5855503,293.552
1111223233434442,14;14,5454716,273.076
1111223233442344,12;9,6574965,329.134
1111223233442434,11;8,6754421,338.243
1111223233442443,13;12,5566404,278.057
1111223233443244,12;9,6462550,323.549
1111223233443424,12;9,6500058,325.326
1111223233443442,13;7,5333876,266.254
1111223233444234,12;10,6323219,316.112
1111223233444243,15;15,6001825,300.261
1111223233444324,12;11,6046790,302.723
1111223233444342,14;14,5770073,288.733
1111223233444423,13;11,5190912,260.578
1111223233444432,14;14,5081609,254.798
1111223234233444,12;11,6294482,316.801
1111223234234344,12;11,7832027,394.494
1111223234234434,12;11,7199155,361.424
1111223234234443,12;10,6760537,338.99
1111223234243344,12;10,7132259,358.595
1111223234243434,12;9,8674139,433.246
1111223234243443,13;9,7263984,362.807
1111223234244334,12;10,6723591,335.273
1111223234244343,12;11,7233303,361.753
1111223234244433,13;13,5908500,297.252
1111223234323444,14;14,7155455,359.589
1111223234324344,11;10,7972531,400.94
1111223234324434,12;11,7391347,370.505
1111223234324443,12;11,6974846,349.047
1111223234332444,14;14,6265836,315.438
1111223234334244,12;11,7072652,355.634
1111223234334424,12;11,6283150,315.114
1111223234334442,14;14,5941018,297.46
1111223234342344,14;14,8169775,409.954
1111223234342434,12;11,8626559,432.108
1111223234342443,12;11,7322029,366.241
1111223234343244,12;11,8099793,406.767
1111223234343424,12;9,8442740,422.708
1111223234343442,12;10,7223142,360.938
1111223234344234,12;11,7780540,389.196
1111223234344243,12;11,7415231,370.755
1111223234344324,12;11,7661009,383.34
