111122223333,6;4,23213,0.239535
111122232333,6;5,29350,0.304875
111122233233,6;5,30731,0.319844
111122233323,7;7,29473,0.308695
111122233332,6;6,26547,0.275977
111122322333,7;4,28717,0.298895
111122323233,7;7,37133,0.385639
111122323323,7;7,32598,0.340449
111122323332,7;5,30256,0.314568
111122332233,6;3,30323,0.31462
111122332323,7;7,36475,0.37984
111122332332,7;5,29655,0.307522
111122333223,6;4,29190,0.30322
111122333232,7;7,32792,0.341751
111122333322,7;6,26947,0.27994
111123222333,7;4,29980,0.313775
111123223233,7;4,37499,0.392722
111123223323,7;6,33792,0.353
111123223332,7;6,31773,0.334852
111123232233,7;3,38265,0.401575
111123232323,7;5,48655,0.50815
111123232332,7;3,41408,0.432865
111123233223,7;3,38332,0.40106
111123233232,7;5,43061,0.451434
111123233322,7;6,34225,0.360325
111123322233,7;5,31737,0.332398
111123322323,7;6,40236,0.423523
111123322332,7;5,36542,0.382684
111123323223,7;5,37917,0.396127
111123323232,7;5,44780,0.469962
111123323322,7;3,34116,0.358511
111123332223,5;4,30601,0.321753
111123332232,7;5,32369,0.348834
111123332322,7;5,35855,0.376207
111123333222,7;4,27941,0.294109
111132222333,7;4,27941,0.29422
111132223233,7;4,35855,0.378957
111132223323,7;6,32369,0.34182
111132223332,5;4,30601,0.321304
111132232233,7;4,34116,0.357319
111132232323,7;5,44780,0.470116
111132232332,7;4,37917,0.402389
111132233223,7;4,36542,0.380436
111132233232,7;5,40236,0.422651
111132233322,7;5,31737,0.336435
111132322233,7;6,34225,0.358628
111132322323,7;6,43061,0.451291
111132322332,7;3,38332,0.402648
111132323223,7;6,41408,0.440275
111132323232,7;5,48655,0.512383
111132323322,7;5,38265,0.400922
111132332223,7;6,31773,0.33298
111132332232,7;5,33792,0.354002
111132332322,7;5,37499,0.395945
111132333222,7;4,29980,0.314675
111133222233,7;6,26947,0.281824
111133222323,7;7,32792,0.343143
111133222332,6;4,29190,0.307642
111133223223,7;6,29655,0.307754
111133223232,7;7,36475,0.385078
111133223322,6;3,30323,0.315234
111133232223,7;6,30256,0.3144
