11223344,9;5,11578,0.505293
11223434,9;6,14422,0.649138
11223443,9;6,12742,0.582212
11224334,9;7,12742,0.582092
11224343,9;6,14422,0.659518
11224433,9;5,11578,0.528094
11232344,9;5,15228,0.698796
11232434,9;6,15557,0.714095
11232443,9;6,14402,0.661207
11233244,9;8,14104,0.648446
11233424,8;6,14988,0.688747
11233442,9;1,13262,0.607101
11234234,8;6,14525,0.68257
11234243,8;7,15484,0.733577
11234324,8;6,15802,0.727587
11234342,8;7,15887,0.727534
11234423,8;6,14241,0.65534
11234432,8;6,13795,0.638642
11242334,9;7,14402,0.661525
11242343,9;6,15557,0.719566
11242433,9;5,15228,0.698588
11243234,8;6,15484,0.713028
11243243,8;7,14525,0.665703
11243324,8;6,14241,0.654039
11243342,8;7,13795,0.641978
11243423,8;6,15802,0.736725
11243432,8;6,15887,0.731705
11244233,9;6,14104,0.649036
11244323,8;6,14988,0.695857
11244332,9;1,13262,0.61241
11322344,9;8,14104,0.64714
11322434,8;7,14988,0.690992
11322443,9;1,13262,0.608588
11323244,9;8,15228,0.694453
11323424,9;6,15557,0.717828
11323442,9;6,14402,0.664002
11324234,8;6,15802,0.728424
11324243,8;7,15887,0.731221
11324324,8;6,14525,0.670654
11324342,8;7,15484,0.713019
11324423,8;6,13795,0.637786
11324432,8;7,14241,0.653119
11332244,9;8,11578,0.531184
11332424,9;6,14422,0.658492
11332442,9;6,12742,0.585447
11334224,9;7,12742,0.584316
11334242,9;6,14422,0.663053
11334422,9;6,11578,0.530914
11342234,8;6,14241,0.6561
11342243,8;7,13795,0.632408
11342324,8;6,15484,0.714557
11342342,8;7,14525,0.668604
11342423,8;6,15887,0.731673
11342432,8;7,15802,0.729512
11343224,9;7,14402,0.661676
11343242,9;6,15557,0.715502
11343422,9;5,15228,0.700258
11344223,9;6,13262,0.608453
11344232,8;6,14988,0.691243
11344322,9;6,14104,0.64828
11422334,9;1,13262,0.608865
11422343,8;7,14988,0.69065
11422433,9;6,14104,0.647833
11423234,8;6,15887,0.731867
11423243,8;7,15802,0.727729
11423324,8;6,13795,0.635081
11423342,8;7,14241,0.654935
11423423,8;6,14525,0.668225
11423432,8;6,15484,0.710244
11424233,9;8,15228,0.697863
11424323,9;6,15557,0.724575
11424332,9;6,14402,0.660358
11432234,8;6,13795,0.635855
11432243,8;7,14241,0.655619
11432324,8;6,15887,0.730734
11432342,8;7,15802,0.726277
11432423,8;6,15484,0.711068
11432432,8;7,14525,0.667694
11433224,9;2,13262,0.609847
11433242,8;7,14988,0.69412
11433422,9;6,14104,0.652055
11434223,9;7,14402,0.662379
11434232,9;6,15557,0.716936
11434322,9;8,15228,0.706026
11442233,9;8,11578,0.529303
11442323,9;6,14422,0.66172
11442332,9;6,12742,0.580324
11443223,9;7,12742,0.595815
11443232,9;6,14422,0.662556
11443322,9;6,11578,0.53093
12123344,8;8,21980,1.01093
12123434,8;6,27192,1.26268
12123443,8;6,24344,1.13266
12124334,8;6,24344,1.13815
12124343,8;6,27192,1.26739
12124433,8;8,21980,1.02261
12132344,8;5,23437,1.08698
12132434,8;6,23653,1.10174
12132443,9;9,21775,1.01284
12133244,8;8,21680,1.00571
12133424,8;7,22488,1.0494
12133442,8;8,19917,0.92544
12134234,7;3,24417,1.13722
12134243,9;9,25337,1.19316
12134324,8;6,24737,1.16382
12134342,8;7,24840,1.15559
12134423,8;6,22932,1.06966
12134432,8;8,22170,1.03142
12142334,9;9,21775,1.01051
12142343,8;5,23653,1.10018
12142433,8;5,23437,1.08719
12143234,9;9,25337,1.17883
12143243,7;3,24417,1.13602
12143324,8;6,22932,1.06299
12143342,8;8,22170,1.02992
12143423,8;5,24737,1.15095
12143432,8;6,24840,1.16348
12144233,8;8,21680,1.006
12144323,8;5,22488,1.04748
12144332,8;8,19917,0.924519
12213344,9;6,19816,0.913865
12213434,9;6,24929,1.16186
12213443,9;6,22246,1.04447
12214334,9;2,22246,1.05012
12214343,9;6,24929,1.1682
12214433,9;6,19816,0.93174
12231344,9;5,22530,1.04455
12231434,9;6,22655,1.06941
12231443,9;3,20693,0.978597
12233144,9;8,20527,0.966853
12233414,8;6,21110,0.980879
12233441,9;4,19576,0.911378
12234134,8;6,23060,1.08006
12234143,8;7,24042,1.11758
12234314,8;6,22973,1.08163
12234341,8;7,24348,1.13353
12234413,8;6,21153,0.985042
12234431,8;6,21580,1.00009
12241334,9;2,20693,0.962121
12241343,9;6,22655,1.05417
12241433,9;5,22530,1.0468
12243134,8;6,24042,1.11897
12243143,8;7,23060,1.07418
12243314,8;6,21153,0.984124
12243341,8;7,21580,1.00517
12243413,8;6,22973,1.07241
12243431,8;6,24348,1.13313
