111222333,6,3,3687,0.038168
111223233,6,5,4226,0.042479
111223323,6,5,3806,0.038024
111223332,6,3,3718,0.037008
111232233,5,4,4208,0.042025
111232323,5,4,5223,0.052253
111232332,5,3,4520,0.045217
111233223,5,4,4217,0.042284
111233232,5,3,4796,0.048352
111233322,5,4,3964,0.03971
111322233,5,4,3964,0.039724
111322323,5,4,4796,0.048226
111322332,5,3,4217,0.042174
111323223,5,4,4520,0.045742
111323232,5,4,5223,0.052386
111323322,5,4,4208,0.042132
111332223,6,5,3718,0.037066
111332232,6,5,3806,0.038121
111332322,6,5,4226,0.042225
111333222,6,4,3687,0.037045
112122333,5,4,3329,0.033387
112123233,6,2,4220,0.042048
112123323,5,4,3873,0.038562
112123332,6,3,3818,0.038072
112132233,6,3,3633,0.036066
112132323,5,4,4112,0.040944
112132332,6,6,3470,0.034519
112133223,6,4,3253,0.032172
112133232,5,3,3786,0.037648
112133322,6,2,3434,0.034513
112212333,6,5,3702,0.03691
112213233,6,3,4047,0.040164
112213323,5,4,3565,0.035413
112213332,6,5,3450,0.034286
112221333,6,4,3455,0.034594
112223133,5,4,3823,0.03808
112223313,6,5,3564,0.035418
112223331,6,4,3469,0.034393
112231233,6,6,4080,0.040472
112231323,5,4,4187,0.041721
112231332,5,3,3555,0.035253
112232133,6,4,4072,0.040433
112232313,5,2,4357,0.043388
112232331,6,2,3718,0.03687
112233123,6,5,4036,0.04003
112233132,6,6,3900,0.039104
112233213,5,4,3972,0.039381
112233231,6,2,3809,0.037942
112233312,6,2,3571,0.035478
112233321,6,3,3490,0.034625
112312233,6,5,4331,0.043003
112312323,6,5,4975,0.049503
112312332,5,3,4336,0.043202
112313223,6,5,4458,0.044326
112313232,6,5,5147,0.0513
112313322,6,5,4394,0.043663
112321233,6,3,4768,0.047402
112321323,5,3,4790,0.047913
112321332,6,4,4250,0.042535
112322133,5,2,4048,0.040857
112322313,5,4,4198,0.041959
112322331,5,4,3630,0.036057
112323123,5,2,4945,0.049195
112323132,5,4,5093,0.050889
112323213,5,2,4907,0.048847
112323231,5,4,4850,0.048216
112323312,5,4,4525,0.045296
112323321,5,4,4315,0.042933
112331223,6,4,4173,0.041535
112331232,5,3,4711,0.04704
112331322,6,3,4618,0.04622
112332123,6,4,4817,0.047936
