112233,5,4,337,0.003298
112323,5,3,462,0.004456
112332,5,3,403,0.004169
113223,5,4,403,0.003885
113232,5,3,462,0.00446
113322,5,3,337,0.003194
121233,4,4,650,0.006581
121323,4,4,603,0.006017
121332,2,4,552,0.005421
122133,5,3,590,0.005837
122313,5,3,576,0.005605
122331,5,0,543,0.005234
123123,4,4,521,0.005058
123132,4,4,534,0.005159
123213,4,1,527,0.0051
123231,4,4,587,0.005678
123312,5,3,486,0.004705
123321,5,0,541,0.005239
131223,2,4,552,0.005344
131232,4,4,603,0.005871
131322,4,4,650,0.006297
132123,4,4,534,0.005185
132132,4,4,521,0.005049
132213,5,3,486,0.004717
132231,5,0,541,0.00525
132312,4,1,527,0.005112
132321,4,4,587,0.005667
133122,5,3,590,0.005703
133212,5,3,576,0.005615
133221,5,0,543,0.005238
211233,5,4,590,0.005754
211323,5,3,576,0.00562
211332,5,3,543,0.005235
212133,4,4,650,0.006285
212313,4,4,603,0.005868
212331,1,4,552,0.005327
213123,4,0,527,0.005097
213132,4,4,587,0.005681
213213,4,4,521,0.005048
213231,4,4,534,0.005168
213312,5,3,541,0.005246
213321,5,0,486,0.004711
221133,5,2,337,0.003199
221313,5,0,462,0.00444
221331,5,0,403,0.003889
223113,5,0,403,0.00388
223131,5,0,462,0.00444
223311,5,3,337,0.003197
231123,5,3,486,0.004723
231132,5,4,541,0.005236
231213,4,4,534,0.005169
231231,4,4,521,0.00506
231312,4,4,587,0.005667
231321,4,1,527,0.005095
232113,2,4,552,0.005342
232131,4,4,603,0.00586
232311,4,4,650,0.006277
233112,5,0,543,0.005248
233121,5,0,576,0.00561
233211,5,3,590,0.005705
311223,5,4,543,0.005248
311232,5,3,576,0.005818
311322,5,3,590,0.005715
312123,4,4,587,0.005793
312132,4,0,527,0.0051
312213,5,3,541,0.005237
312231,5,0,486,0.004739
312312,4,4,521,0.005046
312321,4,4,534,0.005161
313122,4,4,650,0.006292
313212,4,4,603,0.005849
313221,1,4,552,0.005325
321123,5,4,541,0.005246
321132,5,3,486,0.004711
321213,4,4,587,0.005668
321231,4,0,527,0.005109
321312,4,4,534,0.005163
321321,4,4,521,0.005199
322113,5,0,543,0.005244
322131,5,0,576,0.00562
322311,5,3,590,0.005707
323112,1,4,552,0.00533
323121,4,4,603,0.005873
323211,4,4,650,0.006276
331122,5,2,337,0.003192
331212,5,0,462,0.004462
331221,5,0,403,0.003877
332112,5,0,403,0.003874
332121,5,0,462,0.004436
332211,5,3,337,0.003204
